locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
b2845,yqeG,NC_000913.3,,2985847,2987076,+,putative transporter YqeG,Amino acid transport and metabolism,P63340,Op1588
b2846,yqeH,NC_000913.3,,2987536,2988168,+,putative LuxR family transcriptional regulator YqeH,Transcription,Q46941,Op1589
b2847,yqeI,NC_000913.3,,2988502,2989311,+,putative transcriptional regulator YqeI,Transcription,Q46942,Op1590
b2848,yqeJ,NC_000913.3,,2989304,2989786,+,protein YqeJ,No COG annotation,Q46943,Op1590
b4683,yqeL,NC_000913.3,,2989819,2989899,-,uncharacterized protein YqeL,No COG annotation,C1P613,Op16
b2849,yqeK,NC_000913.3,,2989935,2990360,-,protein YqeK,No COG annotation,P77136,Op1591
b2851,ygeG,NC_000913.3,,2991268,2991759,+,TPR repeat-containing putative chaperone YgeG,Function unknown,Q46787,Op1592
b2852,ygeH,NC_000913.3,,2992094,2993470,+,putative transcriptional regulator YgeH,Transcription,P76639,Op1593
b2853,ygeI,NC_000913.3,,2993638,2993856,+,protein YgeI,No COG annotation,Q46789,Op1594
b2860,insD4,NC_000913.3,,2996372,2997277,-,IS2 insertion element protein InsB,"Replication, recombination and repair",P0CF53,Op1595
b2861,insC4,NC_000913.3,,2997235,2997600,-,IS2 insertion element repressor InsA,"Replication, recombination and repair",P0CF40,Op1595
b2863,ygeQ,NC_000913.3,,2998034,2998828,-,putative lipoprotein YgeQ,Carbohydrate transport and metabolism,UPI0000683E8A,Op1596
b2865,ygeR,NC_000913.3,,2999136,2999891,-,LysM domain-containing putative peptidase lipoprotein YgeR,Cell wall/membrane/envelope biogenesis,Q46798,Op1597
b2866,xdhA,NC_000913.3,,3000345,3002603,+,putative xanthine dehydrogenase molybdenum-binding subunit XdhA,Nucleotide transport and metabolism,Q46799,Op1598
b2867,xdhB,NC_000913.3,,3002614,3003492,+,putative xanthine dehydrogenase FAD-binding subunit XdhB,Nucleotide transport and metabolism,Q46800,Op1598
b2868,xdhC,NC_000913.3,,3003489,3003968,+,putative xanthine dehydrogenase iron-sulfur-binding subunit XdhC,Nucleotide transport and metabolism,Q46801,Op1598
b2869,ygeV,NC_000913.3,,3004008,3005786,-,putative sigma(54)-dependent transcriptional regulator YgeV,Transcription,Q46802,Op1599
b2870,ygeW,NC_000913.3,,3006262,3007452,+,putative carbamoyltransferase YgeW,Nucleotide transport and metabolism,Q46803,Op1600
b2871,ygeX,NC_000913.3,,3007510,3008706,+,2%2C3-diaminopropionate ammonia-lyase,Amino acid transport and metabolism,P66899,Op1601
b2872,ygeY,NC_000913.3,,3008764,3009975,+,putative peptidase YgeY,Amino acid transport and metabolism,P65807,Op1602
b2873,hyuA,NC_000913.3,,3010028,3011413,+,phenylhydantoinase,Nucleotide transport and metabolism,Q46806,Op1603
b2874,yqeA,NC_000913.3,,3011461,3012393,+,putative amino acid kinase YqeA,Amino acid transport and metabolism,Q46807,Op1604
b2875,yqeB,NC_000913.3,,3012614,3014239,-,XdhC-CoxI family protein YqeB,"Post-translational modification, protein turnover, and chaperones",Q46808,Op1605
b2876,yqeC,NC_000913.3,,3014287,3015057,-,uncharacterized protein YqeC,Cell wall/membrane/envelope biogenesis,Q46809,Op1606
b2877,mocA,NC_000913.3,,3015160,3015738,+,molybdenum cofactor cytidylyltransferase,Function unknown,Q46810,Op1607
b2878,ygfK,NC_000913.3,,3016060,3019158,+,putative oxidoreductase%2C Fe-S subunit,Energy production and conversion,Q46811,Op1608
b2879,ssnA,NC_000913.3,,3019161,3020489,+,putative aminohydrolase SsnA,Nucleotide transport and metabolism,Q46812,Op1608
b2880,ygfM,NC_000913.3,,3020540,3021319,+,putative oxidoreductase,Energy production and conversion,P64557,Op1609
b2881,xdhD,NC_000913.3,,3021316,3024186,+,fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit,Nucleotide transport and metabolism,Q46814,Op1609
b2882,xanQ,NC_000913.3,,3024351,3025751,+,xanthine:H(+) symporter XanQ,Nucleotide transport and metabolism,P67444,Op1610
b2883,guaD,NC_000913.3,,3025766,3027085,+,guanine deaminase,Nucleotide transport and metabolism,P76641,Op1610
b4464,ghxQ,NC_000913.3,,3027121,3028488,+,guanine/hypoxanthine transporter GhxQ,Function unknown,Q46817,Op1610
b2886,ygfS,NC_000913.3,,3028524,3029012,-,putative electron transport protein YgfS,Energy production and conversion,Q46819,Op1611
b2887,ygfT,NC_000913.3,,3029012,3030931,-,putative oxidoreductase YgfT,Energy production and conversion,Q46820,Op1611
b2888,uacT,NC_000913.3,,3031367,3032815,+,urate:H(+) symporter,Nucleotide transport and metabolism,Q46821,Op1612
b4684,yqfG,NC_000913.3,,3032817,3032942,+,uncharacterized protein YqfG,No COG annotation,C1P614,Op16
b4753,yqfH,NC_000913.3,,3032939,3033010,-,protein YqfH,No COG annotation,UPI000E466557,Op16
b2889,idi,NC_000913.3,,3033065,3033613,+,isopentenyl-diphosphate Delta-isomerase,Lipid transport and metabolism,Q46822,Op1613
b2890,lysS,NC_000913.3,,3033657,3035174,-,lysine--tRNA ligase%2C constitutive,"Translation, ribosomal structure and biogenesis",P0A8N3,Op1614
b2891,prfB,NC_000913.3,,3035184,3036206,-,peptide chain release factor RF2,"Translation, ribosomal structure and biogenesis",P07012,Op1614
b2892,recJ,NC_000913.3,,3036373,3038106,-,ssDNA-specific exonuclease RecJ,"Replication, recombination and repair",P21893,Op1614
b2893,dsbC,NC_000913.3,,3038112,3038822,-,protein disulfide isomerase DsbC,"Post-translational modification, protein turnover, and chaperones",P0AEG6,Op1614
b2894,xerD,NC_000913.3,,3038847,3039743,-,site-specific recombinase,"Replication, recombination and repair",P0A8P8,Op1614
b2895,fldB,NC_000913.3,,3039855,3040376,+,flavodoxin 2,Energy production and conversion,P0ABY4,Op1615
b2896,ygfX,NC_000913.3,,3040416,3040823,-,protein YgfX,Function unknown,Q46824,Op1616
b2897,sdhE,NC_000913.3,,3040804,3041070,-,FAD assembly factor,Function unknown,P64559,Op1616
b2898,ygfZ,NC_000913.3,,3041313,3042293,+,folate-binding protein,Function unknown,P0ADE8,Op1617
b2899,yqfA,NC_000913.3,,3042489,3043148,-,hemolysin-III family protein YqfA,Function unknown,P67153,Op1618
b2900,yqfB,NC_000913.3,,3043312,3043623,-,N(4)-acetylcytidine amidohydrolase,Function unknown,P67603,Op1619
b2901,bglA,NC_000913.3,,3043662,3045101,+,6-phospho-beta-glucosidase A,Carbohydrate transport and metabolism,Q46829,Op1620
b2902,ygfF,NC_000913.3,,3045158,3045901,-,putative oxidoreductase YgfF,Lipid transport and metabolism,P52037,Op1621
b2903,gcvP,NC_000913.3,,3046168,3049041,-,glycine decarboxylase,Amino acid transport and metabolism,P33195,Op1622
b2904,gcvH,NC_000913.3,,3049160,3049549,-,glycine cleavage system H protein,Amino acid transport and metabolism,P0A6T9,Op1622
b2905,gcvT,NC_000913.3,,3049573,3050667,-,aminomethyltransferase,Amino acid transport and metabolism,P27248,Op1622
b4754,yqfI,NC_000913.3,,3050958,3051041,+,protein YqfI,No COG annotation,UPI000E466568,Op16
b2906,ubiI,NC_000913.3,,3051115,3052317,-,2-octaprenylphenol 6-hydroxylase,Energy production and conversion,P25535,Op1623
b2907,ubiH,NC_000913.3,,3052340,3053518,-,2-octaprenyl-6-methoxyphenol 4-hydroxylase,Energy production and conversion,P25534,Op1623
b2908,pepP,NC_000913.3,,3053515,3054840,-,Xaa-Pro aminopeptidase,Amino acid transport and metabolism,P15034,Op1623
b2909,ygfB,NC_000913.3,,3054866,3055444,-,UPF0149 family protein YgfB,Function unknown,P0A8C4,Op1623
b2910,zapA,NC_000913.3,,3055612,3055941,+,cell division protein ZapA,"Cell cycle control, cell division, chromosome partitioning",P0ADS2,Op1624
b2912,fau,NC_000913.3,,3056241,3056789,+,putative 5-formyltetrahydrofolate cyclo-ligase,Coenzyme transport and metabolism,P0AC28,Op1625
b4665,ibsC,NC_000913.3,,3056890,3056949,-,toxic peptide IbsC,No COG annotation,C1P615,Op1626
b2913,serA,NC_000913.3,,3057178,3058410,-,phosphoglycerate dehydrogenase,Amino acid transport and metabolism,P0A9T0,Op1627
b2914,rpiA,NC_000913.3,,3058666,3059325,-,ribose-5-phosphate isomerase A,Carbohydrate transport and metabolism,P0A7Z0,Op1628
b2916,argP,NC_000913.3,,3059753,3060646,+,DNA-binding transcriptional dual regulator ArgP,Transcription,P0A8S1,Op1629
b2917,scpA,NC_000913.3,,3060850,3062994,+,methylmalonyl-CoA mutase,Lipid transport and metabolism,P27253,Op1630
b2918,argK,NC_000913.3,,3062987,3063982,+,methylmalonyl-CoA mutase-interacting GTPase YgfD,Amino acid transport and metabolism,P27254,Op1630
b2919,scpB,NC_000913.3,,3063993,3064778,+,methylmalonyl-CoA decarboxylase,Lipid transport and metabolism,P52045,Op1630
b2920,scpC,NC_000913.3,,3064802,3066280,+,propionyl-CoA:succinate CoA transferase,Energy production and conversion,P52043,Op1630
b2921,ygfI,NC_000913.3,,3066277,3067173,-,putative LysR-type DNA-binding transcriptional regulator YgfI,Transcription,P52044,Op1631
b2922,yggE,NC_000913.3,,3067340,3068080,-,DUF541 domain-containing protein YggE,Function unknown,P0ADS6,Op1632
b2923,argO,NC_000913.3,,3068173,3068808,-,L-arginine exporter,Function unknown,P11667,Op1633
b2924,mscS,NC_000913.3,,3068947,3069807,-,small conductance mechanosensitive channel MscS,Cell wall/membrane/envelope biogenesis,P0C0S1,Op1634
b2925,fbaA,NC_000913.3,,3070165,3071244,-,fructose-bisphosphate aldolase class II,Nucleotide transport and metabolism,P0AB71,Op1635
b2926,pgk,NC_000913.3,,3071459,3072622,-,phosphoglycerate kinase,Nucleotide transport and metabolism,P0A799,Op1635
b2927,epd,NC_000913.3,,3072672,3073691,-,D-erythrose-4-phosphate dehydrogenase,Coenzyme transport and metabolism,P0A9B6,Op1635
b2928,yggC,NC_000913.3,,3073976,3074689,-,P-loop NTPase domain-containing protein YggC,Nucleotide transport and metabolism,P11664,Op1636
b2929,fumE,NC_000913.3,,3074686,3075195,-,fumarase E,Transcription,P11663,Op1636
b2930,yggF,NC_000913.3,,3075217,3076182,-,fructose 1%2C6-bisphosphatase YggF,Carbohydrate transport and metabolism,P21437,Op1636
b4465,yggP,NC_000913.3,,3076179,3077456,-,putative zinc-binding dehydrogenase YggP,Amino acid transport and metabolism,P52048,Op1636
b2933,cmtA,NC_000913.3,,3077471,3078859,-,mannitol-specific PTS enzyme IICB component CmtA,Carbohydrate transport and metabolism,P69826,Op1636
b2934,cmtB,NC_000913.3,,3078887,3079330,-,mannitol-specific PTS enzyme IIA component CmtB,Carbohydrate transport and metabolism,P69824,Op1636
b2935,tktA,NC_000913.3,,3079644,3081635,-,transketolase 1,Carbohydrate transport and metabolism,P27302,Op1637
b2936,loiP,NC_000913.3,,3081913,3082671,+,metalloprotease LoiP,"Post-translational modification, protein turnover, and chaperones",P25894,Op1638
b2937,speB,NC_000913.3,,3082877,3083797,-,agmatinase,Amino acid transport and metabolism,P60651,Op1639
b2938,speA,NC_000913.3,,3083935,3085911,-,arginine decarboxylase%2C biosynthetic,Coenzyme transport and metabolism,P21170,Op1639
b2939,yqgB,NC_000913.3,,3085920,3086051,-,acid stress response protein YqgB,Function unknown,P64567,Op1640
b4784,yqgG,NC_000913.3,,3086145,3086288,-,protein YqgG,No COG annotation,UPI000174CF35,Op16
b2940,yqgC,NC_000913.3,,3086187,3086402,+,protein YqgC,Function unknown,P64570,Op1641
b2941,yqgD,NC_000913.3,,3086399,3086650,-,DUF2684 domain-containing protein YqgD,Function unknown,UPI000013BF01,Op1642
b2942,metK,NC_000913.3,,3086706,3087860,+,methionine adenosyltransferase,Coenzyme transport and metabolism,P0A817,Op1643
b2943,galP,NC_000913.3,,3088284,3089678,+,galactose:H(+) symporter,Amino acid transport and metabolism,P0AEP1,Op1644
b2944,yggI,NC_000913.3,,3089755,3090252,+,protein YggI,Function unknown,P39902,Op1645
b2945,endA,NC_000913.3,,3090347,3091054,+,DNA-specific endonuclease I,"Replication, recombination and repair",P25736,Op1646
b2946,rsmE,NC_000913.3,,3091134,3091865,+,16S rRNA m(3)U1498 methyltransferase,"Translation, ribosomal structure and biogenesis",P0AGL7,Op1647
b2947,gshB,NC_000913.3,,3091878,3092828,+,glutathione synthetase,Nucleotide transport and metabolism,P04425,Op1647
b2948,yqgE,NC_000913.3,,3092937,3093500,+,DUF179 domain-containing protein YqgE,Transcription,P0A8W5,Op1648
b2949,yqgF,NC_000913.3,,3093500,3093916,+,ribonuclease H-like domain containing nuclease,"Translation, ribosomal structure and biogenesis",P0A8I1,Op1648
b2950,yggR,NC_000913.3,,3094100,3095080,-,Type II/IV secretion system family protein,Cell motility,P52052,Op1649
b2951,yggS,NC_000913.3,,3095098,3095802,+,PLP homeostasis protein,Function unknown,P67080,Op1650
b2952,yggT,NC_000913.3,,3095820,3096386,+,uncharacterized protein YggT,Function unknown,P64564,Op1650
b2953,yggU,NC_000913.3,,3096383,3096673,+,DUF167 domain-containing protein YggU,Function unknown,P52060,Op1650
b2954,rdgB,NC_000913.3,,3096681,3097274,+,dITP/XTP pyrophosphatase,Nucleotide transport and metabolism,P52061,Op1650
b2955,hemW,NC_000913.3,,3097267,3098403,+,heme chaperone HemW,Coenzyme transport and metabolism,P52062,Op1650
b2956,yggM,NC_000913.3,,3098558,3099565,-,DUF1202 domain-containing protein YggM,Function unknown,P46142,Op1651
b2957,ansB,NC_000913.3,,3099682,3100728,-,L-asparaginase 2,Amino acid transport and metabolism,P00805,Op1652
b2958,yggN,NC_000913.3,,3100904,3101623,-,DUF2884 domain-containing protein YggN,Function unknown,P0ADS9,Op1653
b2959,yggL,NC_000913.3,,3101807,3102133,-,protein YggL,Function unknown,P38521,Op1654
b2960,trmB,NC_000913.3,,3102133,3102852,-,tRNA m(7)G46 methyltransferase,"Translation, ribosomal structure and biogenesis",P0A8I5,Op1654
b2961,mutY,NC_000913.3,,3103013,3104065,+,adenine DNA glycosylase,"Replication, recombination and repair",P17802,Op1655
b2962,yggX,NC_000913.3,,3104093,3104368,+,putative Fe(2(+))-trafficking protein,Energy production and conversion,P0A8P3,Op1655
b2963,mltC,NC_000913.3,,3104433,3105512,+,membrane-bound lytic murein transglycosylase C,Cell wall/membrane/envelope biogenesis,P0C066,Op1655
b2964,nupG,NC_000913.3,,3105714,3106970,+,nucleoside:H(+) symporter NupG,Carbohydrate transport and metabolism,P0AFF4,Op1655
b2965,speC,NC_000913.3,,3107020,3109155,-,constitutive ornithine decarboxylase,Amino acid transport and metabolism,P21169,Op1656
b4785,yqgH,NC_000913.3,,3109317,3109400,-,protein YqgH,No COG annotation,UPI00107E63DE,Op16
b2966,yqgA,NC_000913.3,,3109553,3110260,+,DUF554 domain-containing protein YqgA,Function unknown,Q46831,Op1657
b2968,yghD,NC_000913.3,,3110590,3111126,-,putative type II secretion system M-type protein YghD,"Intracellular trafficking, secretion, and vesicular transport",Q46832,Op1658
b2969,yghE,NC_000913.3,,3111128,3111988,-,putative type II secretion system L-type protein YghE,"Intracellular trafficking, secretion, and vesicular transport",UPI000013B0AC,Op1658
b4786,yqhJ,NC_000913.3,,3111266,3111325,+,protein YqhJ,No COG annotation,UPI00107E63C7,Op16
b2970,yghF,NC_000913.3,,3112054,3113049,-,putative type II secretion system C-type protein YghF,"Intracellular trafficking, secretion, and vesicular transport",UPI0001AE50DE,Op1659
b2971,yghG,NC_000913.3,,3113067,3113477,-,lipoprotein YghG,Cell wall/membrane/envelope biogenesis,Q46835,Op1660
b2972,pppA,NC_000913.3,,3113543,3114352,-,prepilin peptidase,Cell motility,Q46836,Op1661
b4466,yghJ,NC_000913.3,,3114550,3119112,-,putative lipoprotein YghJ,Cell wall/membrane/envelope biogenesis,P0CK95,Op1662
b2975,glcA,NC_000913.3,,3119597,3121279,-,glycolate/lactate:H(+) symporter GlcA,Inorganic ion transport and metabolism,Q46839,Op1663
b2976,glcB,NC_000913.3,,3121634,3123805,-,malate synthase G,Energy production and conversion,P37330,Op1663
b2977,glcG,NC_000913.3,,3123827,3124231,-,putative heme-binding protein GlcG,Function unknown,P0AEQ1,Op1663
b4467,glcF,NC_000913.3,,3124236,3125459,-,glycolate dehydrogenase%2C putative iron-sulfur subunit,Energy production and conversion,P52074,Op1663
b4468,glcE,NC_000913.3,,3125470,3126522,-,glycolate dehydrogenase%2C putative FAD-binding subunit,Energy production and conversion,P52073,Op1663
b2979,glcD,NC_000913.3,,3126522,3128021,-,glycolate dehydrogenase%2C putative FAD-linked subunit,Energy production and conversion,P0AEP9,Op1663
b2980,glcC,NC_000913.3,,3128272,3129036,+,DNA-binding transcriptional dual regulator GlcC,Transcription,P0ACL5,Op1664
b2981,yghO,NC_000913.3,,3129043,3130215,-,putative DNA-binding transcriptional regulator YghO,Transcription,UPI0000168184,Op1665
b2982,insH9,NC_000913.3,,3130214,3131194,+,IS5 transposase and trans-activator,"Replication, recombination and repair",UPI000009AF5B,Op1666
b2983,yghQ,NC_000913.3,,3131341,3132408,-,putative transport protein YghQ,Function unknown,Q46841,Op1667
b2984,yghR,NC_000913.3,,3132454,3133212,-,putative ATP-binding protein YghR,Nucleotide transport and metabolism,P64572,Op1668
b2985,yghS,NC_000913.3,,3133244,3133957,-,putative ATP-binding protein YghS,Nucleotide transport and metabolism,Q46843,Op1668
b2986,yghT,NC_000913.3,,3134131,3134823,+,putative ATP-binding protein YghT,Nucleotide transport and metabolism,Q46844,Op1669
b2987,pitB,NC_000913.3,,3134872,3136371,-,metal phosphate:H(+) symporter PitB,Inorganic ion transport and metabolism,P43676,Op1670
b2988,gss,NC_000913.3,,3136663,3138522,-,fused glutathionylspermidine amidase/glutathionylspermidine synthetase,Amino acid transport and metabolism,P0AES0,Op1671
b2989,yghU,NC_000913.3,,3138727,3139593,+,disulfide reductase/organic hydroperoxide reductase,"Post-translational modification, protein turnover, and chaperones",Q46845,Op1672
b2990,hybG,NC_000913.3,,3139716,3139964,-,hydrogenase maturation factor HybG,"Post-translational modification, protein turnover, and chaperones",P0AAM7,Op1673
b2991,hybF,NC_000913.3,,3139977,3140318,-,hydrogenase maturation protein HybF,Function unknown,P0A703,Op1673
b2992,hybE,NC_000913.3,,3140311,3140799,-,hydrogenase 2-specific chaperone,Energy production and conversion,P0AAN1,Op1673
b2993,hybD,NC_000913.3,,3140792,3141286,-,hydrogenase 2 maturation protease,Energy production and conversion,P37182,Op1673
b2994,hybC,NC_000913.3,,3141286,3142989,-,hydrogenase 2 large subunit,Energy production and conversion,P0ACE0,Op1673
b2995,hybB,NC_000913.3,,3142986,3144164,-,hydrogenase 2 membrane subunit,Energy production and conversion,P37180,Op1673
b2996,hybA,NC_000913.3,,3144154,3145140,-,hydrogenase 2 iron-sulfur protein,Energy production and conversion,P0AAJ8,Op1673
b2997,hybO,NC_000913.3,,3145143,3146261,-,hydrogenase 2 small subunit,Energy production and conversion,P69741,Op1673
b2998,yghW,NC_000913.3,,3146450,3146737,-,DUF2623 domain-containing protein YghW,Function unknown,P64574,Op1674
b4755,yqhI,NC_000913.3,,3147597,3147740,-,protein YqhI,No COG annotation,UPI0001DBD4CA,Op16
b3001,gpr,NC_000913.3,,3147897,3148937,+,L-glyceraldehyde 3-phosphate reductase,Energy production and conversion,Q46851,Op1675
b3002,yqhA,NC_000913.3,,3148977,3149471,-,uncharacterized protein YqhA,Function unknown,P67244,Op1676
b3003,yghA,NC_000913.3,,3149662,3150546,+,NADP(+)-dependent aldehyde reductase,Lipid transport and metabolism,P0AG84,Op1677
b3005,exbD,NC_000913.3,,3150818,3151243,-,Ton complex subunit ExbD,"Intracellular trafficking, secretion, and vesicular transport",P0ABV2,Op1678
